
   Po:    Z = 84;   Atomic weight = 209.0000 g/mol ;    nominal density:   [INLINE] = 9.3000E+00 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  3.47053E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.01341E+05
          24 edges. Edge energies (keV):
          

    24 edges. Edge energies (keV):
  K      9.31050E+01  L I    1.69393E+01  L II   1.62443E+01  L III  1.38138E+01
  M I    4.14940E+00  M II   3.85410E+00  M III  3.30190E+00  M IV   2.79800E+00
  M V    2.68300E+00  N I    9.95300E-01  N II   8.51000E-01  N III  7.05000E-01
  N IV   5.00200E-01  N V    4.73400E-01  N VI   1.75344E-01  N VII  1.69362E-01
  O I    1.70906E-01  O II   1.25695E-01  O III  9.83141E-02  O IV   3.14000E-02
  O V    3.14000E-02  P I    1.67777E-02  P II   7.55974E-03  P III  5.39477E-03

          Relativistic correction estimate frel (H82,3/5CL) = -2.0248E+00, -1.1838E+00 e/atom
          Nuclear Thomson correction fNT = -1.8520E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=84, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm
2.811158E-01  1.31090E+01  1.3786E+01  9.8735E+03  3.2650E+00  9.8768E+03  0.000E+00  4.410E+00
3.005128E-01  1.33937E+01  1.6714E+01  1.1198E+04  3.5833E+00  1.1202E+04  0.000E+00  4.126E+00
3.212482E-01  1.42949E+01  1.9659E+01  1.2321E+04  3.9181E+00  1.2325E+04  0.000E+00  3.859E+00
3.434143E-01  1.57831E+01  2.2449E+01  1.3162E+04  4.2684E+00  1.3166E+04  0.000E+00  3.610E+00
3.671099E-01  1.77728E+01  2.4932E+01  1.3674E+04  4.6330E+00  1.3679E+04  0.000E+00  3.377E+00
3.924405E-01  2.01271E+01  2.6992E+01  1.3848E+04  5.0106E+00  1.3853E+04  0.000E+00  3.159E+00
4.195189E-01  2.26628E+01  2.8551E+01  1.3703E+04  5.3994E+00  1.3708E+04  0.000E+00  2.955E+00
4.484657E-01  2.50738E+01  2.9576E+01  1.3278E+04  5.7976E+00  1.3284E+04  0.000E+00  2.765E+00
4.639320E-01  2.59443E+01  2.9893E+01  1.2973E+04  6.0030E+00  1.2979E+04  0.000E+00  2.672E+00
4.710330E-01  2.58165E+01  2.9991E+01  1.2820E+04  6.0955E+00  1.2826E+04  0.000E+00  2.632E+00
4.729266E-01  2.51573E+01  3.0013E+01  1.2778E+04  6.1200E+00  1.2784E+04  0.000E+00  2.622E+00
4.757670E-01  2.61423E+01  3.1612E+01  1.3378E+04  6.1566E+00  1.3384E+04  0.000E+00  2.606E+00
4.794098E-01  2.68550E+01  3.1677E+01  1.3304E+04  6.2033E+00  1.3310E+04  0.000E+00  2.586E+00
4.828680E-01  2.73126E+01  3.1733E+01  1.3232E+04  6.2473E+00  1.3238E+04  0.000E+00  2.568E+00
4.901960E-01  2.80349E+01  3.1835E+01  1.3076E+04  6.3398E+00  1.3082E+04  0.000E+00  2.529E+00
4.976990E-01  2.83940E+01  3.1915E+01  1.2911E+04  6.4333E+00  1.2917E+04  0.000E+00  2.491E+00
