
   Hf:    Z = 72;   Atomic weight = 178.4900 g/mol ;    nominal density:   [INLINE] = 1.3290E+01 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  2.96390E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.35757E+05
          20 edges. Edge energies (keV):
          

  K      6.53508E+01  L I    1.12707E+01  L II   1.07394E+01  L III  9.56070E+00
  M I    2.60090E+00  M II   2.36540E+00  M III  2.10760E+00  M IV   1.71640E+00
  M V    1.66170E+00  N I    5.38100E-01  N II   4.37000E-01  N III  3.80400E-01
  N IV   2.23800E-01  N V    2.13700E-01  N VI   1.71000E-02  N VII  1.71000E-02
  O I    6.49000E-02  O II   3.81000E-02  O III  3.06000E-02  O IV   5.00000E-03

          Relativistic correction estimate frel (H82,3/5CL) = -1.3514E+00, -8.0280E-01 e/atom
          Nuclear Thomson correction fNT = -1.5933E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=72, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm

4.365630E-01  3.35866E+01  1.9570E+01  1.0569E+04  5.2421E+00  1.0574E+04  0.000E+00  2.840E+00
4.391850E-01  3.38555E+01  1.9864E+01  1.0663E+04  5.2735E+00  1.0668E+04  0.000E+00  2.823E+00
4.457400E-01  3.42364E+01  1.9748E+01  1.0445E+04  5.3514E+00  1.0450E+04  0.000E+00  2.782E+00
4.484657E-01  3.43589E+01  1.9701E+01  1.0357E+04  5.3835E+00  1.0362E+04  0.000E+00  2.765E+00
4.794098E-01  3.54489E+01  1.9200E+01  9.4417E+03  5.7367E+00  9.4474E+03  0.000E+00  2.586E+00
5.124891E-01  3.63161E+01  1.8717E+01  8.6103E+03  6.0923E+00  8.6164E+03  0.000E+00  2.419E+00
5.273380E-01  3.65765E+01  1.8513E+01  8.2766E+03  6.2447E+00  8.2828E+03  0.000E+00  2.351E+00
5.354095E-01  3.65545E+01  1.8404E+01  8.1040E+03  6.3256E+00  8.1103E+03  0.000E+00  2.316E+00
5.375619E-01  3.63397E+01  1.8376E+01  8.0590E+03  6.3470E+00  8.0653E+03  0.000E+00  2.306E+00
5.407905E-01  3.66904E+01  1.8860E+01  8.2219E+03  6.3789E+00  8.2283E+03  0.000E+00  2.293E+00
5.478508E-01  3.70817E+01  1.8769E+01  8.0770E+03  6.4479E+00  8.0834E+03  0.000E+00  2.263E+00
5.488620E-01  3.71231E+01  1.8756E+01  8.0566E+03  6.4578E+00  8.0631E+03  0.000E+00  2.259E+00
5.856525E-01  3.82272E+01  1.8297E+01  7.3654E+03  6.8014E+00  7.3722E+03  0.000E+00  2.117E+00
6.260625E-01  3.91669E+01  1.7803E+01  6.7040E+03  7.1503E+00  6.7112E+03  0.000E+00  1.980E+00
6.692609E-01  4.00051E+01  1.7279E+01  6.0867E+03  7.4922E+00  6.0942E+03  0.000E+00  1.853E+00
7.154399E-01  4.07725E+01  1.6721E+01  5.5100E+03  7.8248E+00  5.5178E+03  0.000E+00  1.733E+00
7.648052E-01  4.14656E+01  1.6126E+01  4.9710E+03  8.1457E+00  4.9791E+03  0.000E+00  1.621E+00
8.175768E-01  4.20678E+01  1.5498E+01  4.4689E+03  8.4524E+00  4.4774E+03  0.000E+00  1.516E+00
8.739896E-01  4.25808E+01  1.4845E+01  4.0043E+03  8.7426E+00  4.0130E+03  0.000E+00  1.419E+00
9.342948E-01  4.30313E+01  1.4171E+01  3.5758E+03  9.0143E+00  3.5848E+03  0.000E+00  1.327E+00
