
   Pb:    Z = 82;   Atomic weight = 207.2000 g/mol ;    nominal density:   [INLINE] = 1.1330E+01 g/cm3
          µa(barns/atom) = µ(cm2/g)  ×  3.44064E+02
          E(eV) µ(cm2/g) = f2(e/atom)  ×  2.03090E+05
          23 edges. Edge energies (keV):
          

  K      8.80045E+01  L I    1.58608E+01  L II   1.52000E+01  L III  1.30352E+01
  M I    3.85070E+00  M II   3.55420E+00  M III  3.06640E+00  M IV   2.58560E+00
  M V    2.48400E+00  N I    8.93600E-01  N II   7.63900E-01  N III  6.44500E-01
  N IV   4.35200E-01  N V    4.12900E-01  N VI   1.42900E-01  N VII  1.38100E-01
  O I    1.47300E-01  O II   1.04800E-01  O III  8.60000E-02  O IV   2.18000E-02
  O V    1.92000E-02  P I    1.16904E-02  P II   4.91166E-03

          Relativistic correction estimate frel (H82,3/5CL) = -1.9001E+00, -1.1136E+00 e/atom
          Nuclear Thomson correction fNT = -1.7802E-02 e/atom
     _________________________________________________________________________________________________________
   
   Form Factors, Attenuation and Scattering Cross-sections
   Z=82, E = 0.001 - 1000 keV

                                                              Attenuation
     E         f1            f2          µ           [INLINE] (coh+inc) Coefficient    µK       wavelength
     keV       e/atom       e/atom      cm2/g       cm2/g      cm2/g          cm2/g        nm
4.373760E-01  2.49579E+01  2.9630E+01  1.3758E+04  5.6034E+00  1.3764E+04  0.000E+00  2.835E+00
4.439040E-01  2.58547E+01  2.9868E+01  1.3665E+04  5.6894E+00  1.3671E+04  0.000E+00  2.793E+00
4.484657E-01  2.63693E+01  3.0021E+01  1.3595E+04  5.7490E+00  1.3601E+04  0.000E+00  2.765E+00
4.794098E-01  2.94526E+01  3.0808E+01  1.3051E+04  6.1412E+00  1.3057E+04  0.000E+00  2.586E+00
5.124891E-01  3.24085E+01  3.1175E+01  1.2354E+04  6.5374E+00  1.2361E+04  0.000E+00  2.419E+00
5.478508E-01  3.52053E+01  3.1135E+01  1.1542E+04  6.9354E+00  1.1549E+04  0.000E+00  2.263E+00
5.856525E-01  3.77253E+01  3.0732E+01  1.0657E+04  7.3326E+00  1.0664E+04  0.000E+00  2.117E+00
6.260625E-01  3.96148E+01  3.0024E+01  9.7394E+03  7.7265E+00  9.7471E+03  0.000E+00  1.980E+00
6.316100E-01  3.97238E+01  2.9913E+01  9.6183E+03  7.7782E+00  9.6261E+03  0.000E+00  1.963E+00
6.412775E-01  3.94487E+01  2.9715E+01  9.4107E+03  7.8669E+00  9.4186E+03  0.000E+00  1.933E+00
6.438555E-01  3.86459E+01  2.9662E+01  9.3562E+03  7.8903E+00  9.3641E+03  0.000E+00  1.926E+00
6.477225E-01  3.97906E+01  3.1420E+01  9.8515E+03  7.9251E+00  9.8594E+03  0.000E+00  1.914E+00
6.573900E-01  4.11016E+01  3.1224E+01  9.6461E+03  8.0111E+00  9.6541E+03  0.000E+00  1.886E+00
6.692609E-01  4.20758E+01  3.0980E+01  9.4011E+03  8.1144E+00  9.4092E+03  0.000E+00  1.853E+00
7.154399E-01  4.47919E+01  2.9968E+01  8.5069E+03  8.4935E+00  8.5154E+03  0.000E+00  1.733E+00
7.486220E-01  4.62243E+01  2.9142E+01  7.9057E+03  8.7448E+00  7.9144E+03  0.000E+00  1.656E+00
7.600805E-01  4.65277E+01  2.8844E+01  7.7069E+03  8.8277E+00  7.7157E+03  0.000E+00  1.631E+00
7.631361E-01  4.64459E+01  2.8764E+01  7.6549E+03  8.8495E+00  7.6638E+03  0.000E+00  1.625E+00
7.648052E-01  4.65329E+01  2.9119E+01  7.7325E+03  8.8613E+00  7.7414E+03  0.000E+00  1.621E+00
7.677195E-01  4.68286E+01  2.9045E+01  7.6836E+03  8.8818E+00  7.6925E+03  0.000E+00  1.615E+00
7.791780E-01  4.74363E+01  2.8757E+01  7.4953E+03  8.9615E+00  7.5043E+03  0.000E+00  1.591E+00
8.175768E-01  4.88792E+01  2.7813E+01  6.9088E+03  9.2149E+00  6.9180E+03  0.000E+00  1.516E+00
8.739896E-01  5.04050E+01  2.6517E+01  6.1618E+03  9.5518E+00  6.1714E+03  0.000E+00  1.419E+00
8.757280E-01  5.04378E+01  2.6479E+01  6.1407E+03  9.5616E+00  6.1503E+03  0.000E+00  1.416E+00
8.891320E-01  5.05671E+01  2.6190E+01  5.9822E+03  9.6355E+00  5.9918E+03  0.000E+00  1.394E+00
8.927064E-01  5.03855E+01  2.6114E+01  5.9410E+03  9.6549E+00  5.9507E+03  0.000E+00  1.389E+00
8.980680E-01  5.08049E+01  2.6544E+01  6.0026E+03  9.6837E+00  6.0123E+03  0.000E+00  1.381E+00
9.114720E-01  5.13939E+01  2.6270E+01  5.8533E+03  9.7541E+00  5.8631E+03  0.000E+00  1.360E+00
9.342948E-01  5.21187E+01  2.5821E+01  5.6127E+03  9.8695E+00  5.6226E+03  0.000E+00  1.327E+00
9.987612E-01  5.40284E+01  2.4668E+01  5.0161E+03  1.0165E+01  5.0263E+03  0.000E+00  1.241E+00
1.067676E+00  5.51916E+01  2.2837E+01  4.3440E+03  1.0438E+01  4.3544E+03  0.000E+00  1.161E+00
1.141345E+00  5.59312E+01  2.1159E+01  3.7651E+03  1.0684E+01  3.7758E+03  0.000E+00  1.086E+00
1.220098E+00  5.63969E+01  1.9642E+01  3.2695E+03  1.0902E+01  3.2804E+03  0.000E+00  1.016E+00
1.304285E+00  5.66806E+01  1.8274E+01  2.8455E+03  1.1091E+01  2.8566E+03  0.000E+00  9.506E-01
1.394281E+00  5.67656E+01  1.7027E+01  2.4802E+03  1.1249E+01  2.4914E+03  0.000E+00  8.892E-01
1.490486E+00  5.66654E+01  1.5901E+01  2.1667E+03  1.1376E+01  2.1781E+03  0.000E+00  8.318E-01
1.593329E+00  5.63856E+01  1.4877E+01  1.8962E+03  1.1470E+01  1.9077E+03  0.000E+00  7.781E-01
1.703269E+00  5.58874E+01  1.3885E+01  1.6556E+03  1.1531E+01  1.6671E+03  0.000E+00  7.279E-01
1.820795E+00  5.50115E+01  1.2864E+01  1.4349E+03  1.1558E+01  1.4465E+03  0.000E+00  6.809E-01
1.946430E+00  5.35497E+01  1.1912E+01  1.2429E+03  1.1553E+01  1.2545E+03  0.000E+00  6.370E-01
2.080733E+00  5.11302E+01  1.1047E+01  1.0782E+03  1.1515E+01  1.0897E+03  0.000E+00  5.959E-01
2.224304E+00  4.66544E+01  1.0260E+01  9.3678E+02  1.1445E+01  9.4822E+02  0.000E+00  5.574E-01
2.377781E+00  3.47678E+01  9.5437E+00  8.1514E+02  1.1343E+01  8.2648E+02  0.000E+00  5.214E-01
2.434320E+00  2.15013E+01  9.3069E+00  7.7646E+02  1.1301E+01  7.8776E+02  0.000E+00  5.093E-01
2.471580E+00 -1.04844E+01  9.1579E+00  7.5251E+02  1.1271E+01  7.6378E+02  0.000E+00  5.016E-01
2.481516E+00 -5.91205E+01  9.1190E+00  7.4631E+02  1.1263E+01  7.5757E+02  0.000E+00  4.996E-01
2.496420E+00  1.62019E+01  1.0431E+02  8.4861E+03  1.1251E+01  8.4974E+03  0.000E+00  4.966E-01
2.533888E+00  5.70647E+01  5.9929E+01  4.8033E+03  1.1219E+01  4.8145E+03  0.000E+00  4.893E-01
2.541848E+00  5.71970E+01  5.3615E+01  4.2838E+03  1.1212E+01  4.2950E+03  0.000E+00  4.878E-01
2.572672E+00  4.03685E+01  3.5762E+01  2.8231E+03  1.1185E+01  2.8343E+03  0.000E+00  4.819E-01
2.583014E+00  7.46043E+00  3.1547E+01  2.4804E+03  1.1176E+01  2.4916E+03  0.000E+00  4.800E-01
2.598528E+00  5.62406E+01  8.9856E+01  7.0227E+03  1.1162E+01  7.0339E+03  0.000E+00  4.771E-01
2.637312E+00  8.11759E+01  5.5870E+01  4.3024E+03  1.1127E+01  4.3135E+03  0.000E+00  4.701E-01
